text,emotion
great location apartments modern good quality management building could professional elevator regularly service alarm systems blaring stairwells months without addressed maintenance enters apartments every weeks service could grouped together charges added lease bills without notice one point maintenance entered apartment girlfriend shower replace window refused exit asked theres many options flats area price quality level take,neutral
feel like devoted whole life playing softball really nothing else,happiness
love feeling terrified heart pounding hair raising skin prickling know generally scared wits,worry
say yes feel wronged,hate
assume theyre using magnets instead stickers dont affect vehicles resale value implication ill support troops feel like supporting somebody else instead,happiness
looked reviews yelp place eat place great reviews pictures food looked great rock hill thought would give try pub busy went pm plenty tables choose handed menus waitress took drink orders brought drinks placed order spinach cheese dip appitizer looked us asked want put order ummmyes please spinach cheese dip came table ask silverware napkins placed order pm think recieved right appitizer cheese dip spinach hungry trip willing try really good didnt say anything wrong order order different chicken wraps one fries one tator tots one onion rings th order grilled chicken salad get food minutes past pm sincerely thought lost order getting ready leave food came table food cold fries tots onion rings im sure would really good hot fresh cold greasy good wraps good size hungry ate wraps even cold sauce chicken amazing one teriyaki sauce one cajun sauce rd mediterranean daughter said good daughter salad thank goodness salad came cold lol said salad good place would recieved stars bad waitress cold food ever figure fix small problems place would probably one best rock hill amout sauce options wings also chicken wrap amazing family town next time visit probably give another chance love mom pop restaurants prefer support local businesses wherever go hope next time change review give stars probably deserve,neutral
also feel anxious depressed different way smart ass full moon especially dont go anywhere something social,worry
still feeling little remorseful didnt break buy,sadness
love comments please feel free leave,fun
feel shaky like shit like mess like worst,worry
lift knee high think able pt acknowledge feeling frustrated words cher slaps nicolas cage moonstruck say snap,hate
feel like held many supportive people right feel truly blessed,happiness
sat listened made right sounds whilst feeling increasingly uncomfortable uncertain direction conversation going,worry
im little concerned ill look one day leaves ground ill feel like missed,sadness
